"","stat1","ifngr","factor.stat1","factor.ifngr"
"240",2021747.62518061,16161210.3261197,114289.280400036,492.97172496924
"241",1780824.26601619,9048919.75882825,100669.896354512,276.022741651234
"242",1287275.42157099,2924929.55181563,72769.6077273043,89.2202710982386
"243",5765586.77496171,3061144.17744675,325928.298560743,93.3752791458032
"244",2363933.70075425,8084111.5245627,133633.040151815,246.592818402125
"245",3253942.3854912,5825030.18215888,183945.181420823,177.683175885392
"246",2744903.70437032,3065361.5744546,155169.253190963,93.5039240576563
"247",2138431.97746745,4820652.57942007,120885.440321637,147.046252700104
"248",3368060.4391845,3193581.52114722,190396.268626179,97.4150672840004
"249",2462852.32096404,4377024.85234268,139224.904230761,133.514102480632
"250",2288114.31993643,5731999.99502512,129346.974786327,174.84543967009
"251",4434044.87568988,5106569.18815902,250656.30931991,155.767678940043
"252",2100573.58348154,3070777.64260954,118745.307422822,93.669132504735
"253",1928879.77978668,3284463.66216796,109039.466283685,100.187280807853
"254",2987124.07607325,5923291.28420627,168861.957282891,180.680472745974
"255",2217038.43927045,7689228.59106312,125329.059219646,234.547549702565
"256",1715025.65923004,3239296.08379898,96950.3047856867,98.8095164837753
"257",1122941.41874575,4590422.28575929,63479.8157205121,140.023447927698
"258",2708225.66736041,5831073.73528645,153095.845806115,177.867524752223
"259",2494424.6079677,4469390.63090306,141009.683852752,136.331571981134
"260",3591141.3904769,6245230.82424193,203007.022350638,190.500720560624
"261",5807202.36303255,2881888.48311018,328280.825431457,87.9073725308612
"262",1768444.8119867,7864446.61843884,99970.0865092306,239.892293781634
"263",2724194.81673596,7464399.17596735,153998.580928937,227.689490043231
"264",2631565.72757519,2885083.6290881,148762.263689118,88.0048353193828
"265",1118461.02058346,3721685.13745545,63226.5390624879,113.524018621215
"266",2028375.39653936,6138390.73337626,114663.947944992,187.241735445828
"267",4542863.22200979,2429043.81576386,256807.80436327,74.0940743743467
"268",2460811.39949585,4613619.33448523,139109.531054086,140.731036585593
"269",5049163.52127017,7851402.18852641,285428.93201941,239.494394429704
"270",1469634.95293674,4175049.9107918,83078.3818563292,127.353181774342
"271",1850814.60607527,3885171.85729264,104626.446371279,118.510918034154
"272",1921041.88564845,4850044.96661973,108596.390565551,147.942820192661
"273",3949999.21296292,2213595.6484337,223293.235024778,67.5221745879455
"274",3591235.72939508,3226563.90967721,203012.355324417,98.4211419924618
"275",4046854.81055992,2529698.39388794,228768.476550578,77.1643803726346
"276",1533138.62116347,5155669.8844017,86668.2406764909,157.265416698262
"277",2091260.60334741,6554958.31734377,118218.845175678,199.948459527182
"278",1666900.4645597,3576774.99648747,94229.7902172607,109.103767865425
"279",2517620.96457183,5160216.72499313,142320.972596792,157.404110756707
"280",4204153.20587029,6349180.63979503,237660.546057274,193.671542476148
"281",1745537.8563351,4791255.28051201,98675.1575848831,146.149535383782
"282",2665653.28193694,5548468.52483157,150689.231234463,169.247107390408
"283",1026983.01110377,4371610.18492511,58055.2922927887,133.348936760794
"284",1926156.62037809,3869732.68119349,108885.52623432,118.039970801854
"285",1972725.4527134,4055024.14691315,111518.059726821,123.691988914029
"286",2314833.45389386,7230210.95462817,130857.405937512,220.545955053499
"287",1572485.91668361,3521436.88567732,88892.5410959276,107.415767808986
"288",3227573.84423232,2552354.24430715,182454.569255318,77.8554606467247
"289",2531472.65667851,7577899.29054187,143104.007978399,231.15162846832
"290",2191709.94115913,5196053.32037202,123897.240635218,158.497248453975
"291",2262637.4901085,3385116.11777343,127906.771018239,103.257522062125
"292",2545207.00364472,5012472.23384947,143880.409845765,152.897402707986
"293",2847225.82959726,7102257.78779624,160953.517218549,216.642949517678
"294",2515463.55697161,5721105.14639241,142199.014465576,174.5131098374
"295",3797306.32671153,11593490.5200424,214661.514688113,353.640779666287
"296",2356016.27464588,3096175.13385557,133185.46849585,94.4438421221955
"297",1338271.28347707,1810441.882165,75652.4009543296,55.2246174387686
"298",1660464.86242908,6656723.65602593,93865.9859880443,203.052647489586
"299",1806556.67776343,7128364.69647963,102124.548154232,217.439298772935
"300",3814075.33886206,2919345.77888708,215609.466008957,89.0499470868015
"301",1926387.50994203,4537049.39330555,108898.578408481,138.395393696079
"302",2712159.67665953,3661112.21874712,153318.235132202,111.676339170265
"303",1710596.62765166,6131179.11917118,96699.931877784,187.021756754706
"304",1321876.10093167,3546509.66838907,74725.5822001968,108.180572714916
"305",2025753.84461545,3054776.14042849,114515.751761065,93.1810324198334
"306",1758742.89546358,5592975.37173761,99421.6377097274,170.604717164024
"307",3778012.25027089,3448798.1376939,213570.821623895,105.200039644424
"308",1121247.86913643,2953695.65842322,63384.0794556286,90.0977349087353
"309",5445650.06884281,3849103.04944396,307842.294422309,117.410697069019
"310",3236521.88704448,4223608.24565306,182960.401616021,128.834375671033
"311",1968420.63137284,6525287.70088068,111274.708416729,199.043405098488
"312",4033295.28605157,4926056.84484946,228001.957386997,150.261440269556
"313",3553347.2484558,2122729.58738073,200870.521611807,64.7504515576444
"314",1902647.75864102,7350123.63376143,107556.571592559,224.203698445555
"315",2740253.1815271,3337990.85705852,154906.359394222,101.820041787104
"316",5063504.09208544,9366160.2059996,286239.603687125,285.699651196759
"317",4546109.625654,3870204.62108204,256991.323380067,118.054366569018
"318",3951427.35001894,2501071.44434952,223373.967532839,76.2911613246926
"319",1694342.86089847,3055247.45145146,95781.1073504911,93.1954090044642
"320",3369291.09572896,2919428.90055662,190465.837571943,89.0524825796259
"321",2738940.91092057,4664655.90276519,154832.176810084,142.287825006372
"322",5133282.45364772,10036516.9391986,290184.1705713,306.14780504423
"323",4900907.33408402,6301101.63875488,277048.018033252,192.20496988664
"324",2166147.57480373,5475450.93212759,122452.201492007,167.019823177034
"325",3323477.66471527,5369510.71832164,187876.006873988,163.788287364452
"326",2513102.76944905,3279265.58692693,142065.559278702,100.028721883961
"327",1254977.69064181,4597381.58723023,70943.8188006968,140.235730224721
"328",2287648.93467124,3488341.80279476,129320.666583263,106.406255540573
"329",2782622.10596353,4331749.434749,157301.472327633,132.133048694469
"330",3471204.791036,6590323.22872459,196227.013078956,201.027209262813
"331",1836390.38547706,5857385.05181808,103811.045986004,178.670109140092
"332",2051394.56952953,7363480.28263313,115965.220509225,224.61112153462
"333",1867799.33831834,7553711.04978592,105586.592336913,230.413805091926
"334",7440257.32520519,2778716.15870438,420597.331287992,84.760266732157
"335",2047006.04641039,2317330.95191627,115717.137542262,70.6864531578097
"336",3143445.87473711,3450160.27086453,177698.819835672,105.241589325742
"337",3037155.16060529,4057310.44687319,171690.211698815,123.761728816695
"338",2410234.70728628,6156882.55237482,136250.433466606,187.805798639462
"339",4110182.12841378,2646017.49049166,232348.366294006,80.712507310066
"340",2128318.06180432,5365000.95962666,120313.701233746,163.65072442961
"341",2027424.18896536,3605114.81537542,114610.176233929,109.968228454736
"342",2175414.74058666,5458958.82971349,122976.073856434,166.516758121175
"343",3655635.99578255,4370885.27801154,206652.898788559,133.32682464144
"344",1402042.43831955,3573199.97490471,79257.380777949,108.994717582625
"345",1826563.70546482,4344168.44529632,103255.544313425,132.511870634682
"346",4732946.7630696,4049059.14736895,267553.216329156,123.510036197902
"347",1712087.98337993,4191035.22271716,96784.2381338576,127.840788001537
"348",2424474.57935404,4973387.65195632,137055.412639746,151.705190406632
"349",2393024.29001898,6481451.43986189,135277.52953915,197.706250468694
"350",4554755.6108286,5215129.80055055,257480.080439379,159.07914579645
"351",4074320.20716232,3489426.99222982,230321.093887428,106.439357498714
"352",3830157.3187279,5539323.01223712,216518.579433097,168.96813823968
"353",4457975.80853855,4219502.1757632,252009.123618051,128.70912661384
"354",2823353.7848425,2863429.6122745,159604.03186107,87.3443143679376
"355",2468331.80978232,4049168.52972219,139534.6594278,123.513372730641
"356",1285210.37546662,5051719.3927587,72652.8707862925,154.094574159703
"357",2316920.16281972,5952215.54919087,130975.367476613,181.562760923356
"358",3237982.45786936,2571963.10301487,183042.967603224,78.4535973398782
"359",4974257.52301616,4777506.07429651,281194.50011927,145.730137964391
"360",4253538.02374892,2228980.67118677,240452.267055354,67.9914699595313
"361",1779643.05040677,6035991.6342462,100603.122302046,184.118215640392
"362",4085470.2749925,3180194.6320264,230951.406599485,97.0067217647791
"363",1813512.17396354,6407470.21702694,102517.741966178,195.449572268217
"364",1234315.12674909,2398878.82482999,69775.7652171998,73.1739398476449
"365",2920215.2633431,3021950.6453128,165079.605834022,92.1797434926051
"366",2973910.73714004,1691308.11781736,168115.007970549,51.5906335893276
"367",1140484.9948314,4404749.21835425,64471.5530973732,134.359789669933
"368",2144294.91824168,4251438.12555746,121216.872036342,129.683281391911
"369",2664090.79877407,5989625.64688096,150600.904148482,182.703895777579
"370",4007556.72352718,3737156.36695074,226546.957884187,113.995943590805
"371",3444409.59580649,3648859.59372844,194712.282188305,111.302592552964
"372",3709753.18597578,6095068.05012064,209712.140529428,185.920246679587
"373",2356527.00445869,2149881.26880408,133214.34002366,65.578669924771
"374",2343607.88331865,2859684.36228614,132484.022826743,87.2300715414446
"375",2577156.17231093,7792344.90112929,145686.494567103,237.692946873941
"376",2564359.59293554,7749664.06870196,144963.104649301,236.391036734772
"377",3779935.33295193,3255847.43799952,213679.53338051,99.3143889200697
"378",1760373.13727552,8473253.47800113,99513.7951883583,258.462967739541
"379",1292925.5810731,2920068.24022504,73089.0109285735,89.0719846078045
"380",4003167.317767,3435427.606146,226298.825021576,104.792193086652
"381",2539493.97901843,4833931.12468964,143557.452882534,147.451293364418
"382",2184685.62463452,5205863.2628672,123500.15641417,158.796484970059
"383",2457380.20717324,9989589.31785962,138915.565943614,304.716353440462
"384",2379750.14170872,5532083.98368614,134527.142676117,168.747323318033
"385",2544525.17362127,7902362.23010832,143841.866032598,241.048848526656
"386",1989164.51090187,5045683.24503806,112447.358768608,153.910451182898
"387",2335069.89474249,4532921.82399096,132001.370809112,138.269488833517
"388",1384892.40631836,4336271.73041326,78287.8904262149,132.270994049393
"389",2865008.61252583,5854810.05648301,161958.776944888,178.591563049391
"390",2141610.60039235,5194236.36322157,121065.127698155,158.441825098757
"391",1540663.94138451,4450832.05989428,87093.6466085324,135.765472624802
"392",1622084.26334697,8163547.95105469,91696.3328642897,249.015898815221
"393",1526255.7565302,4789093.58993831,86279.1527229647,146.083596490008
"394",4005852.14769132,9201800.82254637,226450.598307334,280.686132583932
"395",1608318.05561235,3414612.45971333,90918.129909464,104.157260526817
"396",1882788.69196246,3661974.1178945,106433.939661728,111.702630017352
"397",2532839.68952742,3892155.07559576,143181.286269042,118.723929875672
"398",4233211.48663536,6707498.64118908,239303.209046926,204.601456738155
"399",1488137.26630595,1782597.23418433,84124.3165983146,54.3752612414789
"400",8597237.24769034,3211585.31971709,486001.341724905,97.9642441994596
"401",3863435.93881645,4467181.80729194,218399.817969132,136.264195369868
"402",2137677.94818599,5386857.0965174,120842.815088445,164.317410728889
"403",1785328.7074403,4309678.64513373,100924.532176785,131.459814759107
"404",2735016.75639506,3796763.40260529,154610.344573798,115.814160332867
"405",1952970.5598695,7001257.47939861,110401.316737049,213.562097573518
"406",2312689.35715566,8084225.87155122,130736.200268582,246.596306373077
"407",3215602.00285225,4775372.92793758,181777.801730356,145.665069765973
"408",2936708.96273972,3849058.19784103,166011.993740255,117.409328943018
"409",1779830.9002369,5650517.54492675,100613.741442457,172.359948598002
"410",2039046.54877114,3688536.75632027,115267.187585005,112.512880575339
"411",4399776.93257265,3026388.89388093,248719.144408287,92.3151251260547
"412",1583117.97564918,3398885.38569311,89493.5707957829,103.677531431532
"413",1367700.70943869,9315409.06116584,77316.0447612265,284.15156915909
"414",2873680.00130111,3553254.09309838,162448.970068328,108.386300541965
"415",4805287.30648025,5816160.99468922,271642.623210201,177.412635588115
